Sequence	Order	Species	BOLD	GenBank
4223	Diptera	Bactrocera dorsalis	DACIN3583-20	NA
4224	Diptera	Bactrocera dorsalis	DACIN3584-20	NA
4225	Diptera	Bactrocera dorsalis	DACIN3585-20	NA
4226	Diptera	Bactrocera dorsalis	DACIN3591-20	NA
4227	Diptera	Bactrocera dorsalis	DACIN3789-20	NA
4228	Diptera	Bactrocera dorsalis	DACIN1264-20	NA
4229	Diptera	Bactrocera dorsalis	DACIN3614-20	NA
4230	Diptera	Bactrocera dorsalis	DACIN3615-20	NA
4231	Diptera	Bactrocera dorsalis	DACIN3647-20	NA
4232	Diptera	Bactrocera dorsalis	DACIN3648-20	NA
4233	Diptera	Bactrocera dorsalis	DACIN3649-20	NA
4234	Diptera	Bactrocera dorsalis	DACIN367-20	NA
4235	Diptera	Bactrocera dorsalis	DACIN3677-20	NA
4236	Diptera	Bactrocera dorsalis	DACIN3678-20	NA
4237	Diptera	Bactrocera dorsalis	DACIN3679-20	NA
4238	Diptera	Bactrocera dorsalis	DACIN3680-20	NA
4239	Diptera	Bactrocera dorsalis	DACIN3681-20	NA
4240	Diptera	Bactrocera dorsalis	DACIN368-20	NA
4241	Diptera	Bactrocera dorsalis	DACIN3682-20	NA
4242	Diptera	Bactrocera dorsalis	DACIN3683-20	NA
4243	Diptera	Bactrocera dorsalis	DACIN3684-20	NA
4244	Diptera	Bactrocera dorsalis	DACIN3685-20	NA
4245	Diptera	Bactrocera dorsalis	DACIN3686-20	NA
4246	Diptera	Bactrocera dorsalis	DACIN3687-20	NA
4247	Diptera	Bactrocera dorsalis	DACIN3688-20	NA
4248	Diptera	Bactrocera dorsalis	DACIN3689-20	NA
4249	Diptera	Bactrocera dorsalis	DACIN3690-20	NA
4250	Diptera	Bactrocera dorsalis	DACIN3691-20	NA
4251	Diptera	Bactrocera dorsalis	DACIN369-20	NA
4252	Diptera	Bactrocera dorsalis	DACIN3692-20	NA
4253	Diptera	Bactrocera dorsalis	DACIN3693-20	NA
4254	Diptera	Bactrocera dorsalis	DACIN3694-20	NA
4255	Diptera	Bactrocera dorsalis	DACIN3695-20	NA
4256	Diptera	Bactrocera dorsalis	DACIN3696-20	NA
4257	Diptera	Bactrocera dorsalis	DACIN3697-20	NA
4258	Diptera	Bactrocera dorsalis	DACIN3698-20	NA
4259	Diptera	Bactrocera dorsalis	DACIN3699-20	NA
4260	Diptera	Bactrocera dorsalis	DACIN3700-20	NA
4261	Diptera	Bactrocera dorsalis	DACIN370-20	NA
4262	Diptera	Bactrocera dorsalis	DACIN3706-20	NA
4263	Diptera	Bactrocera dorsalis	DACIN3707-20	NA
4264	Diptera	Bactrocera dorsalis	DACIN371-20	NA
4265	Diptera	Bactrocera dorsalis	DACIN3715-20	NA
4266	Diptera	Bactrocera dorsalis	DACIN3716-20	NA
4267	Diptera	Bactrocera dorsalis	DACIN3720-20	NA
4268	Diptera	Bactrocera dorsalis	DACIN372-20	NA
4269	Diptera	Bactrocera dorsalis	DACIN3722-20	NA
4270	Diptera	Bactrocera dorsalis	DACIN3727-20	NA
4271	Diptera	Bactrocera dorsalis	DACIN373-20	NA
4272	Diptera	Bactrocera dorsalis	DACIN374-20	NA
4273	Diptera	Bactrocera dorsalis	DACIN375-20	NA
4274	Diptera	Bactrocera dorsalis	DACIN3753-20	NA
4275	Diptera	Bactrocera dorsalis	DACIN3754-20	NA
4276	Diptera	Bactrocera dorsalis	DACIN3755-20	NA
4277	Diptera	Bactrocera dorsalis	DACIN3756-20	NA
4278	Diptera	Bactrocera dorsalis	DACIN3757-20	NA
4279	Diptera	Bactrocera dorsalis	DACIN3759-20	NA
4280	Diptera	Bactrocera dorsalis	DACIN3760-20	NA
4281	Diptera	Bactrocera dorsalis	DACIN3790-20	NA
4282	Diptera	Bactrocera dorsalis	DACIN3791-20	NA
4283	Diptera	Bactrocera dorsalis	DACIN379-20	NA
4284	Diptera	Bactrocera dorsalis	DACIN3792-20	NA
4285	Diptera	Bactrocera dorsalis	DACIN354-20	NA
4286	Diptera	Bactrocera dorsalis	DACIN3543-20	NA
4287	Diptera	Bactrocera dorsalis	DACIN3544-20	NA
4288	Diptera	Bactrocera dorsalis	DACIN3761-20	NA
4289	Diptera	Bactrocera dorsalis	DACIN376-20	NA
4290	Diptera	Bactrocera dorsalis	DACIN3763-20	NA
4291	Diptera	Bactrocera dorsalis	DACIN3764-20	NA
4292	Diptera	Bactrocera dorsalis	DACIN3765-20	NA
4293	Diptera	Bactrocera dorsalis	DACIN3767-20	NA
4294	Diptera	Bactrocera dorsalis	DACIN3768-20	NA
4295	Diptera	Bactrocera dorsalis	DACIN3769-20	NA
4296	Diptera	Bactrocera dorsalis	DACIN3770-20	NA
4297	Diptera	Bactrocera dorsalis	DACIN3771-20	NA
4298	Diptera	Bactrocera dorsalis	DACIN377-20	NA
4299	Diptera	Bactrocera dorsalis	DACIN3772-20	NA
4300	Diptera	Bactrocera dorsalis	DACIN3773-20	NA
4301	Diptera	Bactrocera dorsalis	DACIN3774-20	NA
4302	Diptera	Bactrocera dorsalis	DACIN3775-20	NA
4303	Diptera	Bactrocera dorsalis	DACIN3776-20	NA
4304	Diptera	Bactrocera dorsalis	DACIN3777-20	NA
4305	Diptera	Bactrocera dorsalis	DACIN3778-20	NA
4306	Diptera	Bactrocera dorsalis	DACIN3779-20	NA
4307	Diptera	Bactrocera dorsalis	DACIN3780-20	NA
4308	Diptera	Bactrocera dorsalis	DACIN3781-20	NA
4309	Diptera	Bactrocera dorsalis	DACIN378-20	NA
4310	Diptera	Bactrocera dorsalis	DACIN3782-20	NA
4311	Diptera	Bactrocera dorsalis	DACIN3783-20	NA
4312	Diptera	Bactrocera dorsalis	DACIN3784-20	NA
4313	Diptera	Bactrocera dorsalis	DACIN3785-20	NA
4314	Diptera	Bactrocera dorsalis	DACIN3786-20	NA
4315	Diptera	Bactrocera dorsalis	DACIN3788-20	NA
4316	Diptera	Bactrocera dorsalis	DACIN3986-20	NA
4317	Diptera	Bactrocera dorsalis	DACIN3987-20	NA
4318	Diptera	Bactrocera dorsalis	DACIN3988-20	NA
4319	Diptera	Bactrocera dorsalis	DACIN3989-20	NA
4320	Diptera	Bactrocera dorsalis	DACIN3990-20	NA
4321	Diptera	Bactrocera dorsalis	DACIN3991-20	NA
4322	Diptera	Bactrocera dorsalis	DACIN399-20	NA
4323	Diptera	Bactrocera dorsalis	DACIN3992-20	NA
4324	Diptera	Bactrocera dorsalis	DACIN3994-20	NA
4325	Diptera	Bactrocera dorsalis	DACIN3995-20	NA
4326	Diptera	Bactrocera dorsalis	DACIN3996-20	NA
4327	Diptera	Bactrocera dorsalis	DACIN3997-20	NA
4328	Diptera	Bactrocera dorsalis	DACIN3998-20	NA
4329	Diptera	Bactrocera dorsalis	DACIN3999-20	NA
4330	Diptera	Bactrocera dorsalis	DACIN4000-20	NA
4331	Diptera	Bactrocera dorsalis	DACIN4001-20	NA
4332	Diptera	Bactrocera dorsalis	DACIN400-20	NA
4333	Diptera	Bactrocera dorsalis	DACIN4002-20	NA
4334	Diptera	Bactrocera dorsalis	DACIN4003-20	NA
4335	Diptera	Bactrocera dorsalis	DACIN4005-20	NA
4336	Diptera	Bactrocera dorsalis	DACIN4007-20	NA
4337	Diptera	Bactrocera dorsalis	DACIN4008-20	NA
4338	Diptera	Bactrocera dorsalis	DACIN4010-20	NA
4339	Diptera	Bactrocera dorsalis	DACIN4011-20	NA
4340	Diptera	Bactrocera dorsalis	DACIN4012-20	NA
4341	Diptera	Bactrocera dorsalis	DACIN4013-20	NA
4342	Diptera	Bactrocera dorsalis	DACIN4014-20	NA
4343	Diptera	Bactrocera dorsalis	DACIN4015-20	NA
4344	Diptera	Bactrocera dorsalis	DACIN4016-20	NA
4345	Diptera	Bactrocera dorsalis	DACIN3793-20	NA
4346	Diptera	Bactrocera dorsalis	DACIN3794-20	NA
4347	Diptera	Bactrocera dorsalis	DACIN3795-20	NA
4348	Diptera	Bactrocera dorsalis	DACIN3796-20	NA
4349	Diptera	Bactrocera dorsalis	DACIN3797-20	NA
4350	Diptera	Bactrocera dorsalis	DACIN3798-20	NA
4351	Diptera	Bactrocera dorsalis	DACIN3799-20	NA
4352	Diptera	Bactrocera dorsalis	DACIN3800-20	NA
4353	Diptera	Bactrocera dorsalis	DACIN380-20	NA
4354	Diptera	Bactrocera dorsalis	DACIN3802-20	NA
4355	Diptera	Bactrocera dorsalis	DACIN4017-20	NA
4356	Diptera	Bactrocera dorsalis	DACIN4018-20	NA
4357	Diptera	Bactrocera dorsalis	DACIN4019-20	NA
4358	Diptera	Bactrocera dorsalis	DACIN4020-20	NA
4359	Diptera	Bactrocera dorsalis	DACIN4021-20	NA
4360	Diptera	Bactrocera dorsalis	DACIN4022-20	NA
4361	Diptera	Bactrocera dorsalis	DACIN4023-20	NA
4362	Diptera	Bactrocera dorsalis	DACIN4024-20	NA
4363	Diptera	Bactrocera dorsalis	DACIN4025-20	NA
4364	Diptera	Bactrocera dorsalis	DACIN4026-20	NA
4365	Diptera	Bactrocera dorsalis	DACIN4027-20	NA
4366	Diptera	Bactrocera dorsalis	DACIN4028-20	NA
4367	Diptera	Bactrocera dorsalis	DACIN4029-20	NA
4368	Diptera	Bactrocera dorsalis	DACIN4030-20	NA
4369	Diptera	Bactrocera dorsalis	DACIN4031-20	NA
4370	Diptera	Bactrocera dorsalis	DACIN4032-20	NA
4371	Diptera	Bactrocera dorsalis	DACIN4033-20	NA
4372	Diptera	Bactrocera dorsalis	DACIN4034-20	NA
4373	Diptera	Bactrocera dorsalis	DACIN4035-20	NA
4374	Diptera	Bactrocera dorsalis	DACIN4036-20	NA
4375	Diptera	Bactrocera dorsalis	DACIN4037-20	NA
4376	Diptera	Bactrocera dorsalis	DACIN4038-20	NA
4377	Diptera	Bactrocera dorsalis	DACIN4039-20	NA
4378	Diptera	Bactrocera dorsalis	DACIN4040-20	NA
4379	Diptera	Bactrocera dorsalis	DACIN4041-20	NA
4380	Diptera	Bactrocera dorsalis	DACIN4042-20	NA
4381	Diptera	Bactrocera dorsalis	DACIN4043-20	NA
4382	Diptera	Bactrocera dorsalis	DACIN4044-20	NA
4383	Diptera	Bactrocera dorsalis	DACIN4045-20	NA
4384	Diptera	Bactrocera dorsalis	DACIN4047-20	NA
4385	Diptera	Bactrocera dorsalis	DACIN4048-20	NA
4386	Diptera	Bactrocera dorsalis	DACIN4049-20	NA
4387	Diptera	Bactrocera dorsalis	DACIN4050-20	NA
4388	Diptera	Bactrocera dorsalis	DACIN406-20	NA
4389	Diptera	Bactrocera dorsalis	DACIN4067-20	NA
4390	Diptera	Bactrocera dorsalis	DACIN4069-20	NA
4391	Diptera	Bactrocera dorsalis	DACIN4070-20	NA
4392	Diptera	Bactrocera dorsalis	DACIN4071-20	NA
4393	Diptera	Bactrocera dorsalis	DACIN407-20	NA
4394	Diptera	Bactrocera dorsalis	DACIN4072-20	NA
4395	Diptera	Bactrocera dorsalis	DACIN4073-20	NA
4396	Diptera	Bactrocera dorsalis	DACIN4074-20	NA
4397	Diptera	Bactrocera dorsalis	DACIN4075-20	NA
4398	Diptera	Bactrocera dorsalis	DACIN4076-20	NA
4399	Diptera	Bactrocera dorsalis	DACIN4077-20	NA
4400	Diptera	Bactrocera dorsalis	DACIN4078-20	NA
4401	Diptera	Bactrocera dorsalis	DACIN4079-20	NA
4402	Diptera	Bactrocera dorsalis	DACIN4080-20	NA
4403	Diptera	Bactrocera dorsalis	DACIN4081-20	NA
4404	Diptera	Bactrocera dorsalis	DACIN408-20	NA
4405	Diptera	Bactrocera dorsalis	DACIN4082-20	NA
4406	Diptera	Bactrocera dorsalis	DACIN4083-20	NA
4407	Diptera	Bactrocera dorsalis	DACIN4084-20	NA
4408	Diptera	Bactrocera dorsalis	DACIN3803-20	NA
4409	Diptera	Bactrocera dorsalis	DACIN3804-20	NA
4410	Diptera	Bactrocera dorsalis	DACIN3805-20	NA
4411	Diptera	Bactrocera dorsalis	DACIN3806-20	NA
4412	Diptera	Bactrocera dorsalis	DACIN3807-20	NA
4413	Diptera	Bactrocera dorsalis	DACIN3808-20	NA
4414	Diptera	Bactrocera dorsalis	DACIN3809-20	NA
4415	Diptera	Bactrocera dorsalis	DACIN3810-20	NA
4416	Diptera	Bactrocera dorsalis	DACIN3811-20	NA
4417	Diptera	Bactrocera dorsalis	DACIN3814-20	NA
4418	Diptera	Bactrocera dorsalis	DACIN3822-20	NA
4419	Diptera	Bactrocera dorsalis	DACIN3827-20	NA
4420	Diptera	Bactrocera dorsalis	DACIN3845-20	NA
4421	Diptera	Bactrocera dorsalis	DACIN3846-20	NA
4422	Diptera	Bactrocera dorsalis	DACIN3847-20	NA
4423	Diptera	Bactrocera dorsalis	DACIN3849-20	NA
4424	Diptera	Bactrocera dorsalis	DACIN3850-20	NA
4425	Diptera	Bactrocera dorsalis	DACIN3851-20	NA
4426	Diptera	Bactrocera dorsalis	DACIN385-20	NA
4427	Diptera	Bactrocera dorsalis	DACIN3852-20	NA
4428	Diptera	Bactrocera dorsalis	DACIN386-20	NA
4429	Diptera	Bactrocera dorsalis	DACIN3865-20	NA
4430	Diptera	Bactrocera dorsalis	DACIN3866-20	NA
4431	Diptera	Bactrocera dorsalis	DACIN3867-20	NA
4432	Diptera	Bactrocera dorsalis	DACIN3868-20	NA
4433	Diptera	Bactrocera dorsalis	DACIN3870-20	NA
4434	Diptera	Bactrocera dorsalis	DACIN3871-20	NA
4435	Diptera	Bactrocera dorsalis	DACIN3872-20	NA
4436	Diptera	Bactrocera dorsalis	DACIN3873-20	NA
4437	Diptera	Bactrocera dorsalis	DACIN3874-20	NA
4438	Diptera	Bactrocera dorsalis	DACIN3875-20	NA
4439	Diptera	Bactrocera dorsalis	DACIN3876-20	NA
4440	Diptera	Bactrocera dorsalis	DACIN3877-20	NA
4441	Diptera	Bactrocera dorsalis	DACIN3878-20	NA
4442	Diptera	Bactrocera dorsalis	DACIN3879-20	NA
4443	Diptera	Bactrocera dorsalis	DACIN3880-20	NA
4444	Diptera	Bactrocera dorsalis	DACIN3881-20	NA
4445	Diptera	Bactrocera dorsalis	DACIN3883-20	NA
4446	Diptera	Bactrocera dorsalis	DACIN3884-20	NA
4447	Diptera	Bactrocera dorsalis	DACIN3885-20	NA
4448	Diptera	Bactrocera dorsalis	DACIN3933-20	NA
4449	Diptera	Bactrocera dorsalis	DACIN3934-20	NA
4450	Diptera	Bactrocera dorsalis	DACIN3941-20	NA
4451	Diptera	Bactrocera dorsalis	DACIN4085-20	NA
4452	Diptera	Bactrocera dorsalis	DACIN4086-20	NA
4453	Diptera	Bactrocera dorsalis	DACIN4087-20	NA
4454	Diptera	Bactrocera dorsalis	DACIN4088-20	NA
4455	Diptera	Bactrocera dorsalis	DACIN4089-20	NA
4456	Diptera	Bactrocera dorsalis	DACIN4090-20	NA
4457	Diptera	Bactrocera dorsalis	DACIN4091-20	NA
4458	Diptera	Bactrocera dorsalis	DACIN409-20	NA
4459	Diptera	Bactrocera dorsalis	DACIN4092-20	NA
4460	Diptera	Bactrocera dorsalis	DACIN4093-20	NA
4461	Diptera	Bactrocera dorsalis	DACIN4094-20	NA
4462	Diptera	Bactrocera dorsalis	DACIN4095-20	NA
4463	Diptera	Bactrocera dorsalis	DACIN4096-20	NA
4464	Diptera	Bactrocera dorsalis	DACIN4097-20	NA
4465	Diptera	Bactrocera dorsalis	DACIN4098-20	NA
4466	Diptera	Bactrocera dorsalis	DACIN4099-20	NA
4467	Diptera	Bactrocera dorsalis	DACIN4100-20	NA
4468	Diptera	Bactrocera dorsalis	DACIN4101-20	NA
4469	Diptera	Bactrocera dorsalis	DACIN410-20	NA
4470	Diptera	Bactrocera dorsalis	DACIN4102-20	NA
4471	Diptera	Bactrocera dorsalis	DACIN3886-20	NA
4472	Diptera	Bactrocera dorsalis	DACIN3888-20	NA
4473	Diptera	Bactrocera dorsalis	DACIN3889-20	NA
4474	Diptera	Bactrocera dorsalis	DACIN3890-20	NA
4475	Diptera	Bactrocera dorsalis	DACIN3891-20	NA
4476	Diptera	Bactrocera dorsalis	DACIN3892-20	NA
4477	Diptera	Bactrocera dorsalis	DACIN3893-20	NA
4478	Diptera	Bactrocera dorsalis	DACIN3894-20	NA
4479	Diptera	Bactrocera dorsalis	DACIN3895-20	NA
4480	Diptera	Bactrocera dorsalis	DACIN3896-20	NA
4481	Diptera	Bactrocera dorsalis	DACIN3897-20	NA
4482	Diptera	Bactrocera dorsalis	DACIN3898-20	NA
4483	Diptera	Bactrocera dorsalis	DACIN3899-20	NA
4484	Diptera	Bactrocera dorsalis	DACIN3900-20	NA
4485	Diptera	Bactrocera dorsalis	DACIN3901-20	NA
4486	Diptera	Bactrocera dorsalis	DACIN3902-20	NA
4487	Diptera	Bactrocera dorsalis	DACIN3903-20	NA
4488	Diptera	Bactrocera dorsalis	DACIN3904-20	NA
4489	Diptera	Bactrocera dorsalis	DACIN3905-20	NA
4490	Diptera	Bactrocera dorsalis	DACIN3906-20	NA
4491	Diptera	Bactrocera dorsalis	DACIN3907-20	NA
4492	Diptera	Bactrocera dorsalis	DACIN3908-20	NA
4493	Diptera	Bactrocera dorsalis	DACIN3909-20	NA
4494	Diptera	Bactrocera dorsalis	DACIN3910-20	NA
4495	Diptera	Bactrocera dorsalis	DACIN3911-20	NA
4496	Diptera	Bactrocera dorsalis	DACIN3912-20	NA
4497	Diptera	Bactrocera dorsalis	DACIN3913-20	NA
4498	Diptera	Bactrocera dorsalis	DACIN3914-20	NA
4499	Diptera	Bactrocera dorsalis	DACIN3915-20	NA
4500	Diptera	Bactrocera dorsalis	DACIN3916-20	NA
4501	Diptera	Bactrocera dorsalis	DACIN3917-20	NA
4502	Diptera	Bactrocera dorsalis	DACIN3918-20	NA
4503	Diptera	Bactrocera dorsalis	DACIN3919-20	NA
4504	Diptera	Bactrocera dorsalis	DACIN3920-20	NA
4505	Diptera	Bactrocera dorsalis	DACIN3921-20	NA
4506	Diptera	Bactrocera dorsalis	DACIN3922-20	NA
4507	Diptera	Bactrocera dorsalis	DACIN3923-20	NA
4508	Diptera	Bactrocera dorsalis	DACIN3924-20	NA
4509	Diptera	Bactrocera dorsalis	DACIN3925-20	NA
4510	Diptera	Bactrocera dorsalis	DACIN3926-20	NA
4511	Diptera	Bactrocera dorsalis	DACIN3927-20	NA
4512	Diptera	Bactrocera dorsalis	DACIN3928-20	NA
4513	Diptera	Bactrocera dorsalis	DACIN3929-20	NA
4514	Diptera	Bactrocera dorsalis	DACIN3930-20	NA
4515	Diptera	Bactrocera dorsalis	DACIN3931-20	NA
4516	Diptera	Bactrocera dorsalis	DACIN3932-20	NA
4517	Diptera	Bactrocera dorsalis	DACIN3935-20	NA
4518	Diptera	Bactrocera dorsalis	DACIN3936-20	NA
4519	Diptera	Bactrocera dorsalis	DACIN3937-20	NA
4520	Diptera	Bactrocera dorsalis	DACIN3938-20	NA
4521	Diptera	Bactrocera dorsalis	DACIN3939-20	NA
4522	Diptera	Bactrocera dorsalis	DACIN3940-20	NA
4523	Diptera	Bactrocera dorsalis	DACIN3942-20	NA
4524	Diptera	Bactrocera dorsalis	DACIN3943-20	NA
4525	Diptera	Bactrocera dorsalis	DACIN3944-20	NA
4526	Diptera	Bactrocera dorsalis	DACIN3945-20	NA
4527	Diptera	Bactrocera dorsalis	DACIN3946-20	NA
4528	Diptera	Bactrocera dorsalis	DACIN3948-20	NA
4529	Diptera	Bactrocera dorsalis	DACIN3949-20	NA
4530	Diptera	Bactrocera dorsalis	DACIN3950-20	NA
4531	Diptera	Bactrocera dorsalis	DACIN3951-20	NA
4532	Diptera	Bactrocera dorsalis	DACIN3952-20	NA
4533	Diptera	Bactrocera dorsalis	DACIN3953-20	NA
4534	Diptera	Bactrocera dorsalis	DACIN4103-20	NA
4535	Diptera	Bactrocera dorsalis	DACIN3954-20	NA
4536	Diptera	Bactrocera dorsalis	DACIN3955-20	NA
4537	Diptera	Bactrocera dorsalis	DACIN3956-20	NA
4538	Diptera	Bactrocera dorsalis	DACIN3958-20	NA
4539	Diptera	Bactrocera dorsalis	DACIN3959-20	NA
4540	Diptera	Bactrocera dorsalis	DACIN3960-20	NA
4541	Diptera	Bactrocera dorsalis	DACIN3961-20	NA
4542	Diptera	Bactrocera dorsalis	DACIN3962-20	NA
4543	Diptera	Bactrocera dorsalis	DACIN3965-20	NA
4544	Diptera	Bactrocera dorsalis	DACIN3966-20	NA
4545	Diptera	Bactrocera dorsalis	DACIN3967-20	NA
4546	Diptera	Bactrocera dorsalis	DACIN3968-20	NA
4547	Diptera	Bactrocera dorsalis	DACIN3969-20	NA
4548	Diptera	Bactrocera dorsalis	DACIN3970-20	NA
4549	Diptera	Bactrocera dorsalis	DACIN3971-20	NA
4550	Diptera	Bactrocera dorsalis	DACIN397-20	NA
4551	Diptera	Bactrocera dorsalis	DACIN3972-20	NA
4552	Diptera	Bactrocera dorsalis	DACIN3973-20	NA
4553	Diptera	Bactrocera dorsalis	DACIN3974-20	NA
4554	Diptera	Bactrocera dorsalis	DACIN3975-20	NA
4555	Diptera	Bactrocera dorsalis	DACIN3976-20	NA
4556	Diptera	Bactrocera dorsalis	DACIN3977-20	NA
4557	Diptera	Bactrocera dorsalis	DACIN3978-20	NA
4558	Diptera	Bactrocera dorsalis	DACIN3979-20	NA
4559	Diptera	Bactrocera dorsalis	DACIN3980-20	NA
4560	Diptera	Bactrocera dorsalis	DACIN3981-20	NA
4561	Diptera	Bactrocera dorsalis	DACIN398-20	NA
4562	Diptera	Bactrocera dorsalis	DACIN3982-20	NA
4563	Diptera	Bactrocera dorsalis	DACIN3983-20	NA
4564	Diptera	Bactrocera dorsalis	DACIN3984-20	NA
4565	Diptera	Bactrocera dorsalis	DACIN3985-20	NA
4566	Diptera	Bactrocera dorsalis	DACIN411-20	NA
4567	Diptera	Bactrocera dorsalis	DACIN412-20	NA
4568	Diptera	Bactrocera dorsalis	DACIN413-20	NA
4569	Diptera	Bactrocera dorsalis	DACIN414-20	NA
4570	Diptera	Bactrocera dorsalis	DACIN4229-20	NA
4571	Diptera	Bactrocera dorsalis	DACIN4230-20	NA
4572	Diptera	Bactrocera dorsalis	DACIN4231-20	NA
4573	Diptera	Bactrocera dorsalis	DACIN423-20	NA
4574	Diptera	Bactrocera dorsalis	DACIN4232-20	NA
4575	Diptera	Bactrocera dorsalis	DACIN4233-20	NA
4576	Diptera	Bactrocera dorsalis	DACIN4234-20	NA
4577	Diptera	Bactrocera dorsalis	DACIN4235-20	NA
4578	Diptera	Bactrocera dorsalis	DACIN4236-20	NA
4579	Diptera	Bactrocera dorsalis	DACIN4237-20	NA
4580	Diptera	Bactrocera dorsalis	DACIN4238-20	NA
4581	Diptera	Bactrocera dorsalis	DACIN4239-20	NA
4582	Diptera	Bactrocera dorsalis	DACIN4240-20	NA
4583	Diptera	Bactrocera dorsalis	DACIN4241-20	NA
4584	Diptera	Bactrocera dorsalis	DACIN424-20	NA
4585	Diptera	Bactrocera dorsalis	DACIN4242-20	NA
4586	Diptera	Bactrocera dorsalis	DACIN4243-20	NA
4587	Diptera	Bactrocera dorsalis	DACIN4268-20	NA
4588	Diptera	Bactrocera dorsalis	DACIN4244-20	NA
4589	Diptera	Bactrocera dorsalis	DACIN4245-20	NA
4590	Diptera	Bactrocera dorsalis	DACIN4246-20	NA
4591	Diptera	Bactrocera dorsalis	DACIN4247-20	NA
4592	Diptera	Bactrocera dorsalis	DACIN4248-20	NA
4593	Diptera	Bactrocera dorsalis	DACIN4249-20	NA
4594	Diptera	Bactrocera dorsalis	DACIN4250-20	NA
4595	Diptera	Bactrocera dorsalis	DACIN4251-20	NA
4596	Diptera	Bactrocera dorsalis	DACIN425-20	NA
4597	Diptera	Bactrocera dorsalis	DACIN4253-20	NA
4598	Diptera	Bactrocera dorsalis	DACIN4254-20	NA
4599	Diptera	Bactrocera dorsalis	DACIN4255-20	NA
4600	Diptera	Bactrocera dorsalis	DACIN4256-20	NA
4601	Diptera	Bactrocera dorsalis	DACIN4257-20	NA
4602	Diptera	Bactrocera dorsalis	DACIN4259-20	NA
4603	Diptera	Bactrocera dorsalis	DACIN4260-20	NA
4604	Diptera	Bactrocera dorsalis	DACIN4261-20	NA
4605	Diptera	Bactrocera dorsalis	DACIN426-20	NA
4606	Diptera	Bactrocera dorsalis	DACIN4262-20	NA
4607	Diptera	Bactrocera dorsalis	DACIN4263-20	NA
4608	Diptera	Bactrocera dorsalis	DACIN4264-20	NA
4609	Diptera	Bactrocera dorsalis	DACIN4265-20	NA
4610	Diptera	Bactrocera dorsalis	DACIN4266-20	NA
4611	Diptera	Bactrocera dorsalis	DACIN4267-20	NA
4612	Diptera	Bactrocera dorsalis	DACIN4269-20	NA
4613	Diptera	Bactrocera dorsalis	DACIN4270-20	NA
4614	Diptera	Bactrocera dorsalis	DACIN4271-20	NA
4615	Diptera	Bactrocera dorsalis	DACIN427-20	NA
4616	Diptera	Bactrocera dorsalis	DACIN4272-20	NA
4617	Diptera	Bactrocera dorsalis	DACIN4273-20	NA
4618	Diptera	Bactrocera dorsalis	DACIN4274-20	NA
4619	Diptera	Bactrocera dorsalis	DACIN4275-20	NA
4620	Diptera	Bactrocera dorsalis	DACIN4276-20	NA
4621	Diptera	Bactrocera dorsalis	DACIN4277-20	NA
4622	Diptera	Bactrocera dorsalis	DACIN4278-20	NA
4623	Diptera	Bactrocera dorsalis	DACIN4279-20	NA
4624	Diptera	Bactrocera dorsalis	DACIN4280-20	NA
4625	Diptera	Bactrocera dorsalis	DACIN4281-20	NA
4626	Diptera	Bactrocera dorsalis	DACIN4282-20	NA
4627	Diptera	Bactrocera dorsalis	DACIN4283-20	NA
4628	Diptera	Bactrocera dorsalis	DACIN4284-20	NA
4629	Diptera	Bactrocera dorsalis	DACIN4285-20	NA
4630	Diptera	Bactrocera dorsalis	DACIN4286-20	NA
4631	Diptera	Bactrocera dorsalis	DACIN4311-20	NA
4632	Diptera	Bactrocera dorsalis	DACIN4313-20	NA
4633	Diptera	Bactrocera dorsalis	DACIN4314-20	NA
4634	Diptera	Bactrocera dorsalis	DACIN4315-20	NA
4635	Diptera	Bactrocera dorsalis	DACIN4316-20	NA
4636	Diptera	Bactrocera dorsalis	DACIN4317-20	NA
4637	Diptera	Bactrocera dorsalis	DACIN4318-20	NA
4638	Diptera	Bactrocera dorsalis	DACIN4319-20	NA
4639	Diptera	Bactrocera dorsalis	DACIN4320-20	NA
4640	Diptera	Bactrocera dorsalis	DACIN4321-20	NA
4641	Diptera	Bactrocera dorsalis	DACIN4322-20	NA
4642	Diptera	Bactrocera dorsalis	DACIN4323-20	NA
4643	Diptera	Bactrocera dorsalis	DACIN4324-20	NA
4644	Diptera	Bactrocera dorsalis	DACIN4325-20	NA
4645	Diptera	Bactrocera dorsalis	DACIN4326-20	NA
4646	Diptera	Bactrocera dorsalis	DACIN4328-20	NA
4647	Diptera	Bactrocera dorsalis	DACIN4329-20	NA
4648	Diptera	Bactrocera dorsalis	DACIN4330-20	NA
4649	Diptera	Bactrocera dorsalis	DACIN4331-20	NA
4650	Diptera	Bactrocera dorsalis	DACIN4332-20	NA
4651	Diptera	Bactrocera dorsalis	DACIN4333-20	NA
4652	Diptera	Bactrocera dorsalis	DACIN421-20	NA
4653	Diptera	Bactrocera dorsalis	DACIN422-20	NA
4654	Diptera	Bactrocera dorsalis	DACIN4225-20	NA
4655	Diptera	Bactrocera dorsalis	DACIN4226-20	NA
4656	Diptera	Bactrocera dorsalis	DACIN4227-20	NA
4657	Diptera	Bactrocera dorsalis	DACIN4228-20	NA
4658	Diptera	Bactrocera dorsalis	DACIN4334-20	NA
4659	Diptera	Bactrocera dorsalis	DACIN4335-20	NA
4660	Diptera	Bactrocera dorsalis	DACIN4353-20	NA
