../../01_Consensus/results/Diptera/02_Species_Fastas/Aedes_brelandi.fasta:>gi|1318842612|gb|MG242473.1| Ochlerotatus brelandi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612252|gb|JN409766.1| Phaulacridium marginale isolate PH26 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612250|gb|JN409765.1| Phaulacridium marginale isolate PH25 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612248|gb|JN409764.1| Phaulacridium marginale isolate PH24 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612246|gb|JN409763.1| Phaulacridium marginale isolate PH23.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612244|gb|JN409762.1| Phaulacridium marginale isolate PH22.3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612242|gb|JN409761.1| Phaulacridium marginale isolate PH22.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612240|gb|JN409760.1| Phaulacridium marginale isolate PH22.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612238|gb|JN409759.1| Phaulacridium marginale isolate PH19.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612236|gb|JN409758.1| Phaulacridium marginale isolate PH19.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612234|gb|JN409757.1| Phaulacridium marginale isolate PH18.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612232|gb|JN409756.1| Phaulacridium marginale isolate PH17.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612230|gb|JN409755.1| Phaulacridium marginale isolate PH14.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612228|gb|JN409754.1| Phaulacridium marginale isolate PH14.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612226|gb|JN409753.1| Phaulacridium marginale isolate PH13 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612224|gb|JN409752.1| Phaulacridium marginale isolate PH12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612222|gb|JN409751.1| Phaulacridium marginale isolate PH11 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612220|gb|JN409750.1| Phaulacridium marginale isolate PH10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612218|gb|JN409749.1| Phaulacridium marginale isolate PH9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612216|gb|JN409748.1| Phaulacridium marginale isolate PH8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612214|gb|JN409747.1| Phaulacridium marginale isolate PH7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612212|gb|JN409746.1| Phaulacridium marginale isolate PH6.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612210|gb|JN409745.1| Phaulacridium marginale isolate PH6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612208|gb|JN409744.1| Phaulacridium marginale isolate PH5.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612206|gb|JN409743.1| Phaulacridium marginale isolate PH4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612204|gb|JN409742.1| Phaulacridium marginale isolate PH3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612202|gb|JN409741.1| Phaulacridium marginale isolate PH2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612352|gb|JN409816.1| Phaulacridium otagoense isolate PHcon cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612350|gb|JN409815.1| Phaulacridium otagoense isolate PHjohn cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612348|gb|JN409814.1| Phaulacridium otagoense isolate PH51 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612346|gb|JN409813.1| Phaulacridium otagoense isolate PH60 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612344|gb|JN409812.1| Phaulacridium otagoense isolate PH59 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612342|gb|JN409811.1| Phaulacridium otagoense isolate PM15.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612340|gb|JN409810.1| Phaulacridium otagoense isolate PM15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612338|gb|JN409809.1| Phaulacridium otagoense isolate PM8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612336|gb|JN409808.1| Phaulacridium otagoense isolate PM14 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612334|gb|JN409807.1| Phaulacridium otagoense isolate PM12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_otagoense.fasta:>gi|388612332|gb|JN409806.1| Phaulacridium otagoense isolate PM11 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Diptera/02_Species_Fastas/Drosophila_pallidosa:>gi|229558939|gb|FJ795561.1| Drosophila pallidosa strain POM446 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Diptera/02_Species_Fastas/Drosophila_pallidosa:>gi|229558937|gb|FJ795560.1| Drosophila pallidosa strain NOU88 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Diptera/02_Species_Fastas/Drosophila_pallidosa:>gi|229558935|gb|FJ795559.1| Drosophila pallidosa strain VAV92 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Diptera/02_Species_Fastas/Drosophila_pallidosa:>gi|229558933|gb|FJ795558.1| Drosophila pallidosa strain TBU155 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Diptera/02_Species_Fastas/Drosophila_pallidosa:>gi|229558931|gb|FJ795557.1| Drosophila pallidosa strain NAN24 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1450115778|gb|MH475903.1| Encarsia gennaroi isolate EK2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1450115495|gb|MG263528.1| Encarsia gennaroi cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058022|gb|KT748711.1| Encarsia gennaroi isolate EPCI5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058020|gb|KT748710.1| Encarsia gennaroi isolate EPCI4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058018|gb|KT748709.1| Encarsia gennaroi isolate EPCI3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058016|gb|KT748708.1| Encarsia gennaroi isolate EPCI2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058014|gb|KT748707.1| Encarsia gennaroi isolate EPCI1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058012|gb|KT748706.1| Encarsia gennaroi isolate EPIT2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058010|gb|KT748705.1| Encarsia gennaroi isolate EPIT1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058008|gb|KT748704.1| Encarsia gennaroi isolate EPTXW4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058006|gb|KT748703.1| Encarsia gennaroi isolate EPTXW3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058004|gb|KT748702.1| Encarsia gennaroi isolate EPTXW2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058002|gb|KT748701.1| Encarsia gennaroi isolate EPTXW1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060058000|gb|KT748700.1| Encarsia gennaroi isolate EPCAW5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060057998|gb|KT748699.1| Encarsia gennaroi isolate EPCAW4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060057996|gb|KT748698.1| Encarsia gennaroi isolate EPCAW3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060057994|gb|KT748697.1| Encarsia gennaroi isolate EPCAW2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060057992|gb|KT748696.1| Encarsia gennaroi isolate EPCAW1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060057990|gb|KT748695.1| Encarsia gennaroi isolate EPCA3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060057988|gb|KT748694.1| Encarsia gennaroi isolate EPCA2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_gennaroi.fasta:>gi|1060057986|gb|KT748693.1| Encarsia gennaroi isolate EPCA1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058052|gb|KT748726.1| Encarsia suzannae isolate ETTXW5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058050|gb|KT748725.1| Encarsia suzannae isolate ETTXW4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058048|gb|KT748724.1| Encarsia suzannae isolate ETTXW3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058046|gb|KT748723.1| Encarsia suzannae isolate ETTXW2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058044|gb|KT748722.1| Encarsia suzannae isolate ETTXW1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058042|gb|KT748721.1| Encarsia suzannae isolate ETTX5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058040|gb|KT748720.1| Encarsia suzannae isolate ETTX4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058038|gb|KT748719.1| Encarsia suzannae isolate ETTX3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058036|gb|KT748718.1| Encarsia suzannae isolate ETTX2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Encarsia_suzannae:>gi|1060058034|gb|KT748717.1| Encarsia suzannae isolate ETTX1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Pieris_macdunnoughii.fasta:>gi|76008997|gb|DQ148930.1| Pieris macdunnoughi voucher PMD1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Pieris_macdunnoughii.fasta:>gi|321129496|gb|HQ978017.1| Pieris macdunnoughi voucher TAMUICEGR-0878 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Podisma_sapporensis.fasta:>gi|1217100914|gb|KY558882.1| Podisma sapporensis isolate psa6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Hymenoptera/02_Species_Fastas/Podisma_sapporensis.fasta:>gi|1217100912|gb|KY558881.1| Podisma sapporensis isolate psa5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Argia_apicalis:>gi|172053702|gb|EU271661.1| Argia apicalis isolate Bio175-15 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Dythemis_multipunctata.fasta:>gi|1217102865|gb|KY947486.1| Dythemis multipunctata voucher BNBTO_0201 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Dythemis_multipunctata.fasta:>gi|1217102863|gb|KY947485.1| Dythemis multipunctata voucher BNBTO_0149 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Dythemis_multipunctata.fasta:>gi|1217102625|gb|KY947366.1| Dythemis multipunctata voucher BNBTO_0013 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Dythemis_multipunctata.fasta:>gi|1217102623|gb|KY947365.1| Dythemis multipunctata voucher BNBTO_0012 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Dythemis_multipunctata.fasta:>gi|1217102621|gb|KY947364.1| Dythemis multipunctata voucher BNBTO_0011 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Dythemis_multipunctata.fasta:>gi|1217102619|gb|KY947363.1| Dythemis multipunctata voucher BNBTO_0010 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Dythemis_multipunctata.fasta:>gi|1217102617|gb|KY947362.1| Dythemis multipunctata voucher BNBTO_0009 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Enallagma_dubium.fasta:>gi|3406515|gb|AF065013.1| Enallagma dubium cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds, mitochondrial genes for mitochondrial products
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Enallagma_dubium.fasta:>gi|3406512|gb|AF065012.1| Enallagma dubium cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds, mitochondrial genes for mitochondrial products
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Enallagma_pollutum.fasta:>gi|3406560|gb|AF065028.1| Enallagma pollutum cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds, mitochondrial genes for mitochondrial products
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Enallagma_pollutum.fasta:>gi|3406557|gb|AF065027.1| Enallagma pollutum cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds, mitochondrial genes for mitochondrial products
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Enallagma_praevarum.fasta:>gi|3406563|gb|AF065029.1| Enallagma praevarum cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds, mitochondrial genes for mitochondrial products
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Enallagma_vernale.fasta:>gi|3406583|gb|AF065036.1| Enallagma vernale cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds, mitochondrial genes for mitochondrial products
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Enallagma_vernale.fasta:>gi|3406586|gb|AF065037.1| Enallagma vernale cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds, mitochondrial genes for mitochondrial products
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Gomphus_crassus.fasta:>gi|1070909012|gb|KX890894.1| Gomphus crassus voucher ODBOL-1044 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Gomphus_externus.fasta:>gi|1070909170|gb|KX890973.1| Gomphus externus voucher ODBOL-1329 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Gomphus_externus.fasta:>gi|1070909020|gb|KX890898.1| Gomphus externus voucher ODBOL-1049 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Gomphus_fraternus.fasta:>gi|1070909022|gb|KX890899.1| Gomphus fraternus voucher ODBOL-1050 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../04_Barriers_vs_Distance/data/Odonata/02_Species_Fastas/Gomphus_lividus.fasta:>gi|1070909036|gb|KX890906.1| Gomphus lividus voucher ODBOL-1057 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
